order_line_id,order_id,customer_id,customer_name,region,segment,email,order_date,order_month,channel,status,include_in_sales_kpi,product_id,product_name,category,list_price,quantity,unit_price,discount_rate,return_events,latest_return_date,gross_sales,discounts,sales_before_returns,refunds,net_sales,sold_units,returned_units,line_source_row,order_source_row,customer_source_row,product_source_row
L000870,O00356,C0041,Customer 0041,West,Business,customer41@example.com,2025-12-28,2025-12,Online,Completed,True,P013,Lamp 013,Lighting,271.00,4,271.00,0.05,0,,1084.00,54.2000,1029.8000,0.0000,1029.8000,4,0,871,357,42,14
L000871,O00357,C0191,Customer 0191,North,Consumer,customer191@example.com,2025-02-09,2025-02,Store,Completed,True,P013,Lamp 013,Lighting,271.00,1,271.00,0.05,0,,271.00,13.5500,257.4500,0.0000,257.4500,1,0,872,358,192,14
L000872,O00357,C0191,Customer 0191,North,Consumer,customer191@example.com,2025-02-09,2025-02,Store,Completed,True,P018,Chair 018,Furniture,269.00,3,269.00,0.10,1,2025-02-12,807.00,80.7000,726.3000,242.1000,484.2000,3,1,873,358,192,19
L000873,O00357,C0191,Customer 0191,North,Consumer,customer191@example.com,2025-02-09,2025-02,Store,Completed,True,P003,Shelf 003,Storage,199.00,4,199.00,0.00,0,,796.00,0.0000,796.0000,0.0000,796.0000,4,0,874,358,192,4
L000874,O00357,C0191,Customer 0191,North,Consumer,customer191@example.com,2025-02-09,2025-02,Store,Completed,True,P015,Shelf 015,Storage,254.00,5,254.00,0.20,0,,1270.00,254.0000,1016.0000,0.0000,1016.0000,5,0,875,358,192,16
L000875,O00358,C0155,Customer 0155,South,Business,customer155@example.com,2025-03-21,2025-03,Online,Completed,True,P014,Chair 014,Furniture,294.00,5,294.00,0.20,0,,1470.00,294.0000,1176.0000,0.0000,1176.0000,5,0,876,359,156,15
L000876,O00358,C0155,Customer 0155,South,Business,customer155@example.com,2025-03-21,2025-03,Online,Completed,True,P016,Desk 016,Furniture,231.00,2,231.00,0.05,0,,462.00,23.1000,438.9000,0.0000,438.9000,2,0,877,359,156,17
L000877,O00358,C0155,Customer 0155,South,Business,customer155@example.com,2025-03-21,2025-03,Online,Completed,True,P021,Lamp 021,Lighting,249.00,2,249.00,0.20,0,,498.00,99.6000,398.4000,0.0000,398.4000,2,0,878,359,156,22
L000878,O00358,C0155,Customer 0155,South,Business,customer155@example.com,2025-03-21,2025-03,Online,Completed,True,P003,Shelf 003,Storage,199.00,5,199.00,0.05,0,,995.00,49.7500,945.2500,0.0000,945.2500,5,0,879,359,156,4
L000879,O00359,C0300,Customer 0300,West,Consumer,customer300@example.com,2025-09-10,2025-09,Online,Completed,True,P003,Shelf 003,Storage,199.00,4,199.00,0.20,0,,796.00,159.2000,636.8000,0.0000,636.8000,4,0,880,360,301,4
L000880,O00359,C0300,Customer 0300,West,Consumer,customer300@example.com,2025-09-10,2025-09,Online,Completed,True,P010,Chair 010,Furniture,211.00,1,211.00,0.20,0,,211.00,42.2000,168.8000,0.0000,168.8000,1,0,881,360,301,11
L000881,O00359,C0300,Customer 0300,West,Consumer,customer300@example.com,2025-09-10,2025-09,Online,Completed,True,P019,Shelf 019,Storage,78.00,4,78.00,0.05,0,,312.00,15.6000,296.4000,0.0000,296.4000,4,0,882,360,301,20
L000882,O00359,C0300,Customer 0300,West,Consumer,customer300@example.com,2025-09-10,2025-09,Online,Completed,True,P015,Shelf 015,Storage,254.00,3,254.00,0.00,0,,762.00,0.0000,762.0000,0.0000,762.0000,3,0,883,360,301,16
L000883,O00360,C0264,Customer 0264,South,Business,customer264@example.com,2025-01-12,2025-01,Online,Completed,True,P014,Chair 014,Furniture,294.00,4,294.00,0.10,0,,1176.00,117.6000,1058.4000,0.0000,1058.4000,4,0,884,361,265,15
L000884,O00360,C0264,Customer 0264,South,Business,customer264@example.com,2025-01-12,2025-01,Online,Completed,True,P014,Chair 014,Furniture,294.00,4,294.00,0.10,0,,1176.00,117.6000,1058.4000,0.0000,1058.4000,4,0,885,361,265,15
L000885,O00361,C0175,Customer 0175,North,Consumer,customer175@example.com,2025-03-12,2025-03,Store,Completed,True,P022,Chair 022,Furniture,134.00,2,134.00,0.20,0,,268.00,53.6000,214.4000,0.0000,214.4000,2,0,886,362,176,23
L000886,O00361,C0175,Customer 0175,North,Consumer,customer175@example.com,2025-03-12,2025-03,Store,Completed,True,P012,Desk 012,Furniture,134.00,3,134.00,0.10,0,,402.00,40.2000,361.8000,0.0000,361.8000,3,0,887,362,176,13
L000887,O00361,C0175,Customer 0175,North,Consumer,customer175@example.com,2025-03-12,2025-03,Store,Completed,True,P024,Desk 024,Furniture,81.00,2,81.00,0.05,0,,162.00,8.1000,153.9000,0.0000,153.9000,2,0,888,362,176,25
L000888,O00361,C0175,Customer 0175,North,Consumer,customer175@example.com,2025-03-12,2025-03,Store,Completed,True,P011,Shelf 011,Storage,80.00,2,80.00,0.10,0,,160.00,16.0000,144.0000,0.0000,144.0000,2,0,889,362,176,12
L000889,O00362,C0231,Customer 0231,West,Business,customer231@example.com,2025-04-14,2025-04,Store,Completed,True,P010,Chair 010,Furniture,211.00,4,211.00,0.00,0,,844.00,0.0000,844.0000,0.0000,844.0000,4,0,890,363,232,11
L000890,O00363,C0055,Customer 0055,East,Consumer,customer55@example.com,2025-02-24,2025-02,Online,Completed,True,P023,Shelf 023,Storage,68.00,5,68.00,0.20,0,,340.00,68.0000,272.0000,0.0000,272.0000,5,0,891,364,56,24
L000891,O00363,C0055,Customer 0055,East,Consumer,customer55@example.com,2025-02-24,2025-02,Online,Completed,True,P003,Shelf 003,Storage,199.00,3,199.00,0.20,0,,597.00,119.4000,477.6000,0.0000,477.6000,3,0,892,364,56,4
L000892,O00364,C0182,Customer 0182,West,Business,customer182@example.com,2025-06-04,2025-06,Online,Cancelled,False,P002,Chair 002,Furniture,284.00,4,284.00,0.20,0,,1136.00,227.2000,908.8000,0.0000,908.8000,4,0,893,365,183,3
L000893,O00364,C0182,Customer 0182,West,Business,customer182@example.com,2025-06-04,2025-06,Online,Cancelled,False,P015,Shelf 015,Storage,254.00,1,254.00,0.20,0,,254.00,50.8000,203.2000,0.0000,203.2000,1,0,894,365,183,16
L000894,O00365,C0195,Customer 0195,West,Business,customer195@example.com,2025-04-17,2025-04,Online,Completed,True,P024,Desk 024,Furniture,81.00,3,81.00,0.00,0,,243.00,0.0000,243.0000,0.0000,243.0000,3,0,895,366,196,25
L000895,O00365,C0195,Customer 0195,West,Business,customer195@example.com,2025-04-17,2025-04,Online,Completed,True,P007,Shelf 007,Storage,35.00,2,35.00,0.20,0,,70.00,14.0000,56.0000,0.0000,56.0000,2,0,896,366,196,8
L000896,O00365,C0195,Customer 0195,West,Business,customer195@example.com,2025-04-17,2025-04,Online,Completed,True,P006,Chair 006,Furniture,196.00,4,196.00,0.20,0,,784.00,156.8000,627.2000,0.0000,627.2000,4,0,897,366,196,7
L000897,O00365,C0195,Customer 0195,West,Business,customer195@example.com,2025-04-17,2025-04,Online,Completed,True,P023,Shelf 023,Storage,68.00,4,68.00,0.05,0,,272.00,13.6000,258.4000,0.0000,258.4000,4,0,898,366,196,24
L000898,O00366,C0221,Customer 0221,West,Business,customer221@example.com,2025-12-11,2025-12,Online,Completed,True,P013,Lamp 013,Lighting,271.00,1,271.00,0.20,0,,271.00,54.2000,216.8000,0.0000,216.8000,1,0,899,367,222,14
L000899,O00366,C0221,Customer 0221,West,Business,customer221@example.com,2025-12-11,2025-12,Online,Completed,True,P008,Desk 008,Furniture,188.00,2,188.00,0.10,0,,376.00,37.6000,338.4000,0.0000,338.4000,2,0,900,367,222,9
L000900,O00366,C0221,Customer 0221,West,Business,customer221@example.com,2025-12-11,2025-12,Online,Completed,True,P008,Desk 008,Furniture,188.00,3,188.00,0.1,0,,564.00,56.400,507.600,0.000,507.600,3,0,901,367,222,9
L000901,O00366,C0221,Customer 0221,West,Business,customer221@example.com,2025-12-11,2025-12,Online,Completed,True,P009,Lamp 009,Lighting,93.00,2,93.00,0.10,0,,186.00,18.6000,167.4000,0.0000,167.4000,2,0,902,367,222,10
L000902,O00367,C0254,Customer 0254,East,Business,customer254@example.com,2025-03-16,2025-03,Store,Completed,True,P018,Chair 018,Furniture,269.00,5,269.00,0.10,0,,1345.00,134.5000,1210.5000,0.0000,1210.5000,5,0,903,368,255,19
L000903,O00368,C0112,Customer 0112,South,Business,customer112@example.com,2025-11-10,2025-11,Online,Completed,True,P014,Chair 014,Furniture,294.00,2,294.00,0.05,0,,588.00,29.4000,558.6000,0.0000,558.6000,2,0,904,369,113,15
L000904,O00369,C0224,Customer 0224,West,Consumer,customer224@example.com,2025-04-30,2025-04,Store,Completed,True,P003,Shelf 003,Storage,199.00,5,199.00,0.20,1,2025-05-17,995.00,199.0000,796.0000,636.8000,159.2000,5,4,905,370,225,4
L000905,O00370,C0108,Customer 0108,East,Business,customer108@example.com,2025-03-19,2025-03,Store,Completed,True,P006,Chair 006,Furniture,196.00,4,196.00,0.00,0,,784.00,0.0000,784.0000,0.0000,784.0000,4,0,906,371,109,7
L000906,O00370,C0108,Customer 0108,East,Business,customer108@example.com,2025-03-19,2025-03,Store,Completed,True,P024,Desk 024,Furniture,81.00,2,81.00,0.05,0,,162.00,8.1000,153.9000,0.0000,153.9000,2,0,907,371,109,25
L000907,O00371,C0294,Customer 0294,South,Consumer,customer294@example.com,2025-05-09,2025-05,Store,Completed,True,P017,Lamp 017,Lighting,300.00,1,300.00,0.10,1,2025-06-05,300.00,30.0000,270.0000,270.0000,0.0000,1,1,908,372,295,18
L000908,O00371,C0294,Customer 0294,South,Consumer,customer294@example.com,2025-05-09,2025-05,Store,Completed,True,P011,Shelf 011,Storage,80.00,3,80.00,0.00,0,,240.00,0.0000,240.0000,0.0000,240.0000,3,0,909,372,295,12
L000909,O00371,C0294,Customer 0294,South,Consumer,customer294@example.com,2025-05-09,2025-05,Store,Completed,True,P009,Lamp 009,Lighting,93.00,5,93.00,0.05,0,,465.00,23.2500,441.7500,0.0000,441.7500,5,0,910,372,295,10
L000910,O00372,C0186,Customer 0186,North,Consumer,customer186@example.com,2025-05-09,2025-05,Store,Completed,True,P022,Chair 022,Furniture,134.00,2,134.00,0.00,0,,268.00,0.0000,268.0000,0.0000,268.0000,2,0,911,373,187,23
L000911,O00372,C0186,Customer 0186,North,Consumer,customer186@example.com,2025-05-09,2025-05,Store,Completed,True,P020,Desk 020,Furniture,189.00,2,189.00,0.10,0,,378.00,37.8000,340.2000,0.0000,340.2000,2,0,912,373,187,21
L000912,O00372,C0186,Customer 0186,North,Consumer,customer186@example.com,2025-05-09,2025-05,Store,Completed,True,P012,Desk 012,Furniture,134.00,5,134.00,0.00,0,,670.00,0.0000,670.0000,0.0000,670.0000,5,0,913,373,187,13
L000913,O00372,C0186,Customer 0186,North,Consumer,customer186@example.com,2025-05-09,2025-05,Store,Completed,True,P002,Chair 002,Furniture,284.00,5,284.00,0.20,0,,1420.00,284.0000,1136.0000,0.0000,1136.0000,5,0,914,373,187,3
L000914,O00373,C0134,Customer 0134,North,Consumer,customer134@example.com,2025-06-01,2025-06,Online,Completed,True,P019,Shelf 019,Storage,78.00,1,78.00,0.00,0,,78.00,0.0000,78.0000,0.0000,78.0000,1,0,915,374,135,20
L000915,O00373,C0134,Customer 0134,North,Consumer,customer134@example.com,2025-06-01,2025-06,Online,Completed,True,P018,Chair 018,Furniture,269.00,1,269.00,0.00,0,,269.00,0.0000,269.0000,0.0000,269.0000,1,0,916,374,135,19
L000916,O00374,C0077,Customer 0077,West,Consumer,customer77@example.com,2025-08-14,2025-08,Online,Completed,True,P022,Chair 022,Furniture,134.00,5,134.00,0.05,0,,670.00,33.5000,636.5000,0.0000,636.5000,5,0,917,375,78,23
L000917,O00375,C0127,Customer 0127,East,Business,customer127@example.com,2025-09-04,2025-09,Online,Completed,True,P008,Desk 008,Furniture,188.00,1,188.00,0.20,0,,188.00,37.6000,150.4000,0.0000,150.4000,1,0,918,376,128,9
L000918,O00376,C0095,Customer 0095,East,Consumer,customer95@example.com,2025-07-13,2025-07,Store,Completed,True,P005,Lamp 005,Lighting,65.00,3,65.00,0.05,0,,195.00,9.7500,185.2500,0.0000,185.2500,3,0,919,377,96,6
L000919,O00376,C0095,Customer 0095,East,Consumer,customer95@example.com,2025-07-13,2025-07,Store,Completed,True,P011,Shelf 011,Storage,80.00,5,80.00,0.20,0,,400.00,80.0000,320.0000,0.0000,320.0000,5,0,920,377,96,12
L000920,O00376,C0095,Customer 0095,East,Consumer,customer95@example.com,2025-07-13,2025-07,Store,Completed,True,P002,Chair 002,Furniture,284.00,2,284.00,0.20,0,,568.00,113.6000,454.4000,0.0000,454.4000,2,0,921,377,96,3
L000921,O00376,C0095,Customer 0095,East,Consumer,customer95@example.com,2025-07-13,2025-07,Store,Completed,True,P017,Lamp 017,Lighting,300.00,2,300.00,0.10,0,,600.00,60.0000,540.0000,0.0000,540.0000,2,0,922,377,96,18
L000922,O00377,C0131,Customer 0131,West,Business,customer131@example.com,2025-11-14,2025-11,Store,Completed,True,P019,Shelf 019,Storage,78.00,4,78.00,0.05,0,,312.00,15.6000,296.4000,0.0000,296.4000,4,0,923,378,132,20
L000923,O00378,C0240,Customer 0240,West,Business,customer240@example.com,2025-12-11,2025-12,Online,Completed,True,P006,Chair 006,Furniture,196.00,2,196.00,0.05,0,,392.00,19.6000,372.4000,0.0000,372.4000,2,0,924,379,241,7
L000924,O00378,C0240,Customer 0240,West,Business,customer240@example.com,2025-12-11,2025-12,Online,Completed,True,P001,Lamp 001,Lighting,122.00,5,122.00,0.05,1,2025-12-23,610.00,30.5000,579.5000,463.6000,115.9000,5,4,925,379,241,2
L000925,O00379,C0100,Customer 0100,West,Consumer,customer100@example.com,2025-05-28,2025-05,Store,Completed,True,P024,Desk 024,Furniture,81.00,1,81.00,0.20,1,2025-06-06,81.00,16.2000,64.8000,64.8000,0.0000,1,1,926,380,101,25
L000926,O00379,C0100,Customer 0100,West,Consumer,customer100@example.com,2025-05-28,2025-05,Store,Completed,True,P021,Lamp 021,Lighting,249.00,2,249.00,0.00,0,,498.00,0.0000,498.0000,0.0000,498.0000,2,0,927,380,101,22
L000927,O00380,C0144,Customer 0144,North,Consumer,customer144@example.com,2025-04-16,2025-04,Online,Completed,True,P021,Lamp 021,Lighting,249.00,4,249.00,0.20,0,,996.00,199.2000,796.8000,0.0000,796.8000,4,0,928,381,145,22
L000928,O00380,C0144,Customer 0144,North,Consumer,customer144@example.com,2025-04-16,2025-04,Online,Completed,True,P021,Lamp 021,Lighting,249.00,5,249.00,0.10,0,,1245.00,124.5000,1120.5000,0.0000,1120.5000,5,0,929,381,145,22
L000929,O00380,C0144,Customer 0144,North,Consumer,customer144@example.com,2025-04-16,2025-04,Online,Completed,True,P002,Chair 002,Furniture,284.00,2,284.00,0.10,0,,568.00,56.8000,511.2000,0.0000,511.2000,2,0,930,381,145,3
L000930,O00381,C0231,Customer 0231,West,Business,customer231@example.com,2025-05-01,2025-05,Store,Completed,True,P001,Lamp 001,Lighting,122.00,5,122.00,0.20,0,,610.00,122.0000,488.0000,0.0000,488.0000,5,0,931,382,232,2
L000931,O00381,C0231,Customer 0231,West,Business,customer231@example.com,2025-05-01,2025-05,Store,Completed,True,P017,Lamp 017,Lighting,300.00,1,300.00,0.05,0,,300.00,15.0000,285.0000,0.0000,285.0000,1,0,932,382,232,18
L000932,O00382,C0193,Customer 0193,East,Consumer,customer193@example.com,2025-01-28,2025-01,Store,Completed,True,P010,Chair 010,Furniture,211.00,3,211.00,0.10,0,,633.00,63.3000,569.7000,0.0000,569.7000,3,0,933,383,194,11
L000933,O00382,C0193,Customer 0193,East,Consumer,customer193@example.com,2025-01-28,2025-01,Store,Completed,True,P007,Shelf 007,Storage,35.00,2,35.00,0.00,1,2025-02-18,70.00,0.0000,70.0000,70.0000,0.0000,2,2,934,383,194,8
L000934,O00382,C0193,Customer 0193,East,Consumer,customer193@example.com,2025-01-28,2025-01,Store,Completed,True,P017,Lamp 017,Lighting,300.00,4,300.00,0.10,0,,1200.00,120.0000,1080.0000,0.0000,1080.0000,4,0,935,383,194,18
L000935,O00383,C0181,Customer 0181,West,Business,customer181@example.com,2025-12-19,2025-12,Online,Completed,True,P017,Lamp 017,Lighting,300.00,2,300.00,0.10,0,,600.00,60.0000,540.0000,0.0000,540.0000,2,0,936,384,182,18
L000936,O00383,C0181,Customer 0181,West,Business,customer181@example.com,2025-12-19,2025-12,Online,Completed,True,P020,Desk 020,Furniture,189.00,2,189.00,0.00,0,,378.00,0.0000,378.0000,0.0000,378.0000,2,0,937,384,182,21
L000937,O00383,C0181,Customer 0181,West,Business,customer181@example.com,2025-12-19,2025-12,Online,Completed,True,P003,Shelf 003,Storage,199.00,1,199.00,0.10,0,,199.00,19.9000,179.1000,0.0000,179.1000,1,0,938,384,182,4
L000938,O00383,C0181,Customer 0181,West,Business,customer181@example.com,2025-12-19,2025-12,Online,Completed,True,P005,Lamp 005,Lighting,65.00,1,65.00,0.00,0,,65.00,0.0000,65.0000,0.0000,65.0000,1,0,939,384,182,6
L000939,O00384,C0161,Customer 0161,West,Consumer,customer161@example.com,2025-03-12,2025-03,Store,Completed,True,P023,Shelf 023,Storage,68.00,4,68.00,0.05,0,,272.00,13.6000,258.4000,0.0000,258.4000,4,0,940,385,162,24
L000940,O00384,C0161,Customer 0161,West,Consumer,customer161@example.com,2025-03-12,2025-03,Store,Completed,True,P008,Desk 008,Furniture,188.00,5,188.00,0.00,0,,940.00,0.0000,940.0000,0.0000,940.0000,5,0,941,385,162,9
L000941,O00384,C0161,Customer 0161,West,Consumer,customer161@example.com,2025-03-12,2025-03,Store,Completed,True,P004,Desk 004,Furniture,123.00,3,123.00,0.20,0,,369.00,73.8000,295.2000,0.0000,295.2000,3,0,942,385,162,5
L000942,O00385,C0022,Customer 0022,East,Consumer,customer22@example.com,2025-02-27,2025-02,Online,Completed,True,P019,Shelf 019,Storage,78.00,5,78.00,0.20,0,,390.00,78.0000,312.0000,0.0000,312.0000,5,0,943,386,23,20
L000943,O00385,C0022,Customer 0022,East,Consumer,customer22@example.com,2025-02-27,2025-02,Online,Completed,True,P008,Desk 008,Furniture,188.00,4,188.00,0.00,0,,752.00,0.0000,752.0000,0.0000,752.0000,4,0,944,386,23,9
L000944,O00385,C0022,Customer 0022,East,Consumer,customer22@example.com,2025-02-27,2025-02,Online,Completed,True,P010,Chair 010,Furniture,211.00,1,211.00,0.10,0,,211.00,21.1000,189.9000,0.0000,189.9000,1,0,945,386,23,11
L000945,O00386,C0184,Customer 0184,West,Business,customer184@example.com,2025-05-20,2025-05,Store,Completed,True,P013,Lamp 013,Lighting,271.00,2,271.00,0.05,0,,542.00,27.1000,514.9000,0.0000,514.9000,2,0,946,387,185,14
L000946,O00386,C0184,Customer 0184,West,Business,customer184@example.com,2025-05-20,2025-05,Store,Completed,True,P023,Shelf 023,Storage,68.00,3,68.00,0.00,1,2025-06-03,204.00,0.0000,204.0000,204.0000,0.0000,3,3,947,387,185,24
L000947,O00386,C0184,Customer 0184,West,Business,customer184@example.com,2025-05-20,2025-05,Store,Completed,True,P018,Chair 018,Furniture,269.00,1,269.00,0.20,0,,269.00,53.8000,215.2000,0.0000,215.2000,1,0,948,387,185,19
L000948,O00386,C0184,Customer 0184,West,Business,customer184@example.com,2025-05-20,2025-05,Store,Completed,True,P020,Desk 020,Furniture,189.00,5,189.00,0.05,0,,945.00,47.2500,897.7500,0.0000,897.7500,5,0,949,387,185,21
L000949,O00387,C0087,Customer 0087,North,Business,customer87@example.com,2025-11-06,2025-11,Online,Completed,True,P013,Lamp 013,Lighting,271.00,1,271.00,0.20,0,,271.00,54.2000,216.8000,0.0000,216.8000,1,0,950,388,88,14
L000950,O00387,C0087,Customer 0087,North,Business,customer87@example.com,2025-11-06,2025-11,Online,Completed,True,P007,Shelf 007,Storage,35.00,4,35.00,0.10,0,,140.00,14.0000,126.0000,0.0000,126.0000,4,0,951,388,88,8
L000951,O00388,C0230,Customer 0230,East,Consumer,customer230@example.com,2025-05-09,2025-05,Store,Completed,True,P005,Lamp 005,Lighting,65.00,3,65.00,0.00,0,,195.00,0.0000,195.0000,0.0000,195.0000,3,0,952,389,231,6
L000952,O00388,C0230,Customer 0230,East,Consumer,customer230@example.com,2025-05-09,2025-05,Store,Completed,True,P009,Lamp 009,Lighting,93.00,4,93.00,0.05,0,,372.00,18.6000,353.4000,0.0000,353.4000,4,0,953,389,231,10
L000953,O00388,C0230,Customer 0230,East,Consumer,customer230@example.com,2025-05-09,2025-05,Store,Completed,True,P019,Shelf 019,Storage,78.00,5,78.00,0.20,0,,390.00,78.0000,312.0000,0.0000,312.0000,5,0,954,389,231,20
L000954,O00389,C0224,Customer 0224,West,Consumer,customer224@example.com,2025-10-15,2025-10,Online,Completed,True,P004,Desk 004,Furniture,123.00,4,123.00,0.10,0,,492.00,49.2000,442.8000,0.0000,442.8000,4,0,955,390,225,5
L000955,O00389,C0224,Customer 0224,West,Consumer,customer224@example.com,2025-10-15,2025-10,Online,Completed,True,P009,Lamp 009,Lighting,93.00,4,93.00,0.05,0,,372.00,18.6000,353.4000,0.0000,353.4000,4,0,956,390,225,10
L000956,O00389,C0224,Customer 0224,West,Consumer,customer224@example.com,2025-10-15,2025-10,Online,Completed,True,P014,Chair 014,Furniture,294.00,5,294.00,0.20,0,,1470.00,294.0000,1176.0000,0.0000,1176.0000,5,0,957,390,225,15
L000957,O00390,C0038,Customer 0038,South,Consumer,customer38@example.com,2025-11-16,2025-11,Online,Completed,True,P006,Chair 006,Furniture,196.00,4,196.00,0.20,0,,784.00,156.8000,627.2000,0.0000,627.2000,4,0,958,391,39,7
L000958,O00391,C0111,Customer 0111,South,Business,customer111@example.com,2025-07-29,2025-07,Store,Completed,True,P020,Desk 020,Furniture,189.00,4,189.00,0.00,0,,756.00,0.0000,756.0000,0.0000,756.0000,4,0,959,392,112,21
L000959,O00391,C0111,Customer 0111,South,Business,customer111@example.com,2025-07-29,2025-07,Store,Completed,True,P014,Chair 014,Furniture,294.00,5,294.00,0.05,0,,1470.00,73.5000,1396.5000,0.0000,1396.5000,5,0,960,392,112,15
L000960,O00391,C0111,Customer 0111,South,Business,customer111@example.com,2025-07-29,2025-07,Store,Completed,True,P017,Lamp 017,Lighting,300.00,2,300.00,0.05,0,,600.00,30.0000,570.0000,0.0000,570.0000,2,0,961,392,112,18
L000961,O00391,C0111,Customer 0111,South,Business,customer111@example.com,2025-07-29,2025-07,Store,Completed,True,P015,Shelf 015,Storage,254.00,3,254.00,0.20,0,,762.00,152.4000,609.6000,0.0000,609.6000,3,0,962,392,112,16
L000962,O00392,C0251,Customer 0251,North,Consumer,customer251@example.com,2025-03-15,2025-03,Online,Completed,True,P004,Desk 004,Furniture,123.00,3,123.00,0.1,0,,369.00,36.900,332.100,0.000,332.100,3,0,963,393,252,5
L000963,O00393,C0048,Customer 0048,East,Consumer,customer48@example.com,2025-01-25,2025-01,Store,Completed,True,P015,Shelf 015,Storage,254.00,5,254.00,0.10,0,,1270.00,127.0000,1143.0000,0.0000,1143.0000,5,0,964,394,49,16
L000964,O00394,C0205,Customer 0205,West,Business,,2025-10-19,2025-10,Store,Cancelled,False,P011,Shelf 011,Storage,80.00,5,80.00,0.00,0,,400.00,0.0000,400.0000,0.0000,400.0000,5,0,965,395,206,12
L000965,O00394,C0205,Customer 0205,West,Business,,2025-10-19,2025-10,Store,Cancelled,False,P006,Chair 006,Furniture,196.00,1,196.00,0.10,0,,196.00,19.6000,176.4000,0.0000,176.4000,1,0,966,395,206,7
L000966,O00394,C0205,Customer 0205,West,Business,,2025-10-19,2025-10,Store,Cancelled,False,P011,Shelf 011,Storage,80.00,1,80.00,0.05,0,,80.00,4.0000,76.0000,0.0000,76.0000,1,0,967,395,206,12
L000967,O00394,C0205,Customer 0205,West,Business,,2025-10-19,2025-10,Store,Cancelled,False,P010,Chair 010,Furniture,211.00,4,211.00,0.10,0,,844.00,84.4000,759.6000,0.0000,759.6000,4,0,968,395,206,11
L000968,O00395,C0270,Customer 0270,East,Business,customer270@example.com,2025-01-21,2025-01,Store,Completed,True,P019,Shelf 019,Storage,78.00,5,78.00,0.20,0,,390.00,78.0000,312.0000,0.0000,312.0000,5,0,969,396,271,20
L000969,O00395,C0270,Customer 0270,East,Business,customer270@example.com,2025-01-21,2025-01,Store,Completed,True,P002,Chair 002,Furniture,284.00,3,284.00,0.20,0,,852.00,170.4000,681.6000,0.0000,681.6000,3,0,970,396,271,3
L000970,O00395,C0270,Customer 0270,East,Business,customer270@example.com,2025-01-21,2025-01,Store,Completed,True,P023,Shelf 023,Storage,68.00,1,68.00,0.00,1,2025-02-07,68.00,0.0000,68.0000,68.0000,0.0000,1,1,971,396,271,24
L000971,O00395,C0270,Customer 0270,East,Business,customer270@example.com,2025-01-21,2025-01,Store,Completed,True,P008,Desk 008,Furniture,188.00,5,188.00,0.10,0,,940.00,94.0000,846.0000,0.0000,846.0000,5,0,972,396,271,9
L000972,O00396,C0109,Customer 0109,West,Business,customer109@example.com,2025-11-07,2025-11,Online,Completed,True,P001,Lamp 001,Lighting,122.00,4,122.00,0.00,0,,488.00,0.0000,488.0000,0.0000,488.0000,4,0,973,397,110,2
L000973,O00396,C0109,Customer 0109,West,Business,customer109@example.com,2025-11-07,2025-11,Online,Completed,True,P018,Chair 018,Furniture,269.00,5,269.00,0.05,0,,1345.00,67.2500,1277.7500,0.0000,1277.7500,5,0,974,397,110,19
L000974,O00396,C0109,Customer 0109,West,Business,customer109@example.com,2025-11-07,2025-11,Online,Completed,True,P013,Lamp 013,Lighting,271.00,2,271.00,0.05,0,,542.00,27.1000,514.9000,0.0000,514.9000,2,0,975,397,110,14
L000975,O00396,C0109,Customer 0109,West,Business,customer109@example.com,2025-11-07,2025-11,Online,Completed,True,P014,Chair 014,Furniture,294.00,4,294.00,0.05,0,,1176.00,58.8000,1117.2000,0.0000,1117.2000,4,0,976,397,110,15
L000976,O00397,C0201,Customer 0201,East,Consumer,customer201@example.com,2025-10-18,2025-10,Store,Completed,True,P016,Desk 016,Furniture,231.00,3,231.00,0.10,0,,693.00,69.3000,623.7000,0.0000,623.7000,3,0,977,398,202,17
L000977,O00397,C0201,Customer 0201,East,Consumer,customer201@example.com,2025-10-18,2025-10,Store,Completed,True,P008,Desk 008,Furniture,188.00,4,188.00,0.10,0,,752.00,75.2000,676.8000,0.0000,676.8000,4,0,978,398,202,9
L000978,O00398,C0093,Customer 0093,North,Consumer,customer93@example.com,2025-07-18,2025-07,Online,Completed,True,P022,Chair 022,Furniture,134.00,3,134.00,0.20,0,,402.00,80.4000,321.6000,0.0000,321.6000,3,0,979,399,94,23
L000979,O00399,C0213,Customer 0213,East,Business,customer213@example.com,2025-03-23,2025-03,Store,Completed,True,P003,Shelf 003,Storage,199.00,5,199.00,0.10,1,2025-04-09,995.00,99.5000,895.5000,895.5000,0.0000,5,5,980,400,214,4
L000980,O00399,C0213,Customer 0213,East,Business,customer213@example.com,2025-03-23,2025-03,Store,Completed,True,P018,Chair 018,Furniture,269.00,4,269.00,0.20,0,,1076.00,215.2000,860.8000,0.0000,860.8000,4,0,981,400,214,19
L000981,O00399,C0213,Customer 0213,East,Business,customer213@example.com,2025-03-23,2025-03,Store,Completed,True,P006,Chair 006,Furniture,196.00,5,196.00,0.00,0,,980.00,0.0000,980.0000,0.0000,980.0000,5,0,982,400,214,7
L000982,O00399,C0213,Customer 0213,East,Business,customer213@example.com,2025-03-23,2025-03,Store,Completed,True,P022,Chair 022,Furniture,134.00,2,134.00,0.05,1,2025-04-01,268.00,13.4000,254.6000,127.3000,127.3000,2,1,983,400,214,23
